chr start stop chr_12.AA chr_12.BB
chr_12 5280001 5290000 0.00634258953168044 0.0069
chr_12 5290001 5300000 0.0067564738292011 0.00734
chr_12 5300001 5310000 0.00572063360881543 0.00634
chr_12 5310001 5320000 0.0058630303030303 0.006
chr_12 5320001 5330000 0.00298994490358127 0.00284
chr_12 5330001 5340000 0.00277418732782369 0.00256
chr_12 5340001 5350000 0.00288768595041322 0.00302
chr_12 5350001 5360000 0.00148126721763085 0.00136
chr_12 5360001 5370000 0.00133217630853994 0.00152
chr_12 5370001 5380000 0.00192581267217631 0.00222
chr_12 5380001 5390000 0.00207994490358127 0.00208
chr_12 5390001 5400000 0.00321873278236915 0.00324
chr_12 5400001 5410000 0.00217845730027548 0.0025
chr_12 5410001 5420000 0.00313906336088154 0.00284
chr_12 5420001 5430000 0.00235198347107438 0.00248
chr_12 5430001 5440000 0.00272082644628099 0.00274
chr_12 5440001 5450000 0.00269157024793388 0.003
chr_12 5450001 5460000 0.00300013774104683 0.00328
chr_12 5460001 5470000 0.00361399449035813 0.00384
chr_12 5470001 5480000 0.00330603305785124 0.0035
chr_12 5480001 5490000 0.00252504132231405 0.00258
chr_12 5490001 5500000 0.00183046831955923 0.0024
chr_12 5500001 5510000 0.00249407713498623 0.00244
chr_12 5510001 5520000 0.00244730027548209 0.003
chr_12 5520001 5530000 0.00149592286501377 0.00146
chr_12 5530001 5540000 0.002593608815427 0.00282
chr_12 5540001 5550000 0.00245768595041322 0.00278
chr_12 5550001 5560000 0.00235570247933884 0.00244
chr_12 5560001 5570000 0.00268305785123967 0.0036
chr_12 5570001 5580000 0.00288584022038567 0.0032
chr_12 5580001 5590000 0.00276316804407714 0.00316
chr_12 5590001 5600000 0.0025601652892562 0.00268
chr_12 5600001 5610000 0.00359449035812672 0.00354
chr_12 5610001 5620000 0.00199308539944904 0.00204
chr_12 5620001 5630000 0.00398743801652893 0.0044
chr_12 5630001 5640000 0.00168184573002755 0.0019
chr_12 5640001 5650000 0.00269575757575758 0.00318
chr_12 5650001 5660000 0.00249790633608815 0.0024
chr_12 5660001 5670000 0.00236856749311295 0.00262
chr_12 5670001 5680000 0.00215325068870523 0.00252
chr_12 5680001 5690000 0.00247658402203857 0.00236
chr_12 5690001 5700000 0.0017534435261708 0.00162
chr_12 5700001 5710000 0.00232922865013774 0.0023
chr_12 5710001 5720000 0.00270066115702479 0.00286
chr_12 5720001 5730000 0.00252424242424242 0.00252
chr_12 5730001 5740000 0.00192052341597796 0.00224
chr_12 5740001 5750000 0.00210542699724518 0.00228
chr_12 5750001 5760000 0.00255104683195592 0.0025
chr_12 5760001 5770000 0.00293898071625344 0.00264
chr_12 5770001 5780000 0.00259561983471074 0.00256
chr_12 5780001 5790000 0.00336895316804408 0.00392
chr_12 5790001 5800000 0.00336173553719008 0.00336
chr_12 5800001 5810000 0.00232011019283747 0.0025
chr_12 5810001 5820000 0.00456619834710744 0.00494
chr_12 5820001 5830000 0.00389151515151515 0.00428
chr_12 5830001 5840000 0.00417 0.00436
chr_12 5840001 5850000 0.00429619834710744 0.00464
chr_12 5850001 5860000 0.00417493112947658 0.00442
chr_12 5860001 5870000 0.00389214876033058 0.00416
chr_12 5870001 5880000 0.00468104683195592 0.00542
chr_12 5880001 5890000 0.00626859504132231 0.00684
chr_12 5890001 5900000 0.00417325068870523 0.00454
chr_12 5900001 5910000 0.00365625344352617 0.00344
chr_12 5910001 5920000 0.0017462258953168 0.00174
chr_12 5920001 5930000 0.00314225895316804 0.00316
chr_12 5930001 5940000 0.00565487603305785 0.00554
chr_12 5940001 5950000 0.006116391184573 0.00656
chr_12 5950001 5960000 0.00429892561983471 0.00396
chr_12 5960001 5970000 0.00601504132231405 0.00632
chr_12 5970001 5980000 0.00557184573002755 0.00572
chr_12 5980001 5990000 0.00524217630853994 0.0055
chr_12 5990001 6e+06 0.00427917355371901 0.00408
chr_12 6000001 6010000 0.00574426997245179 0.00478
chr_12 6010001 6020000 0.00428559228650138 0.00486
chr_12 6020001 6030000 0.00589738292011019 0.00628
chr_12 6030001 6040000 0.00553460055096419 0.00532
chr_12 6040001 6050000 0.00475212121212121 0.00456
chr_12 6050001 6060000 0.00498250688705234 0.00508
chr_12 6060001 6070000 0.00456972451790634 0.00418
chr_12 6070001 6080000 0.00524482093663912 0.00468
chr_12 6080001 6090000 0.00485892561983471 0.0052
chr_12 6090001 6100000 0.00365146005509642 0.00334
chr_12 6100001 6110000 0.00437110192837466 0.00466
chr_12 6110001 6120000 0.00313093663911846 0.00298
chr_12 6120001 6130000 0.00336548209366391 0.0035
chr_12 6130001 6140000 0.00374752066115703 0.00398
chr_12 6140001 6150000 0.00476421487603306 0.00494
chr_12 6150001 6160000 0.00279435261707989 0.00276
chr_12 6160001 6170000 0.00361462809917355 0.00346
chr_12 6170001 6180000 0.00309410468319559 0.00312
chr_12 6180001 6190000 0.00244239669421488 0.00274
chr_12 6190001 6200000 0.00418071625344353 0.00468
chr_12 6200001 6210000 0.00597013774104683 0.00626
chr_12 6210001 6220000 0.00470429752066116 0.00518
chr_12 6220001 6230000 0.00386724517906336 0.00368
chr_12 6230001 6240000 0.00589404958677686 0.00698
chr_12 6240001 6250000 0.00476027548209366 0.00544
chr_12 6250001 6260000 0.0036135261707989 0.00374
chr_12 6260001 6270000 0.00325628099173554 0.0034
chr_12 6270001 6280000 0.00270741046831956 0.00242
chr_12 6280001 6290000 0.00214201101928375 0.00176
chr_12 6290001 6300000 0.00289707988980716 0.0033
chr_12 6300001 6310000 0.00352134986225895 0.00366
chr_12 6310001 6320000 0.00329242424242424 0.00332
chr_12 6320001 6330000 0.00309165289256198 0.00312
chr_12 6330001 6340000 0.00174520661157025 0.00214
chr_12 6340001 6350000 0.00146269972451791 0.00158
chr_12 6350001 6360000 0.00163022038567493 0.00188
chr_12 6360001 6370000 0.0022264738292011 0.00244
chr_12 6370001 6380000 0.00256931129476584 0.00274
chr_12 6380001 6390000 0.00347418732782369 0.00352
chr_12 6390001 6400000 0.00384867768595041 0.00406
chr_12 6400001 6410000 0.00249903581267218 0.00254
chr_12 6410001 6420000 0.00235782369146006 0.00242
chr_12 6420001 6430000 0.00270066115702479 0.00312
chr_12 6430001 6440000 0.00344060606060606 0.0035
chr_12 6440001 6450000 0.00394338842975207 0.0043
chr_12 6450001 6460000 0.00454261707988981 0.00474
chr_12 6460001 6470000 0.00300738292011019 0.00354
chr_12 6470001 6480000 0.0029697520661157 0.00318
chr_12 6480001 6490000 0.00259143250688705 0.00326
chr_12 6490001 6500000 0.0034898347107438 0.00396
chr_12 6500001 6510000 0.0030728650137741 0.00348
chr_12 6510001 6520000 0.00308633608815427 0.00352
chr_12 6520001 6530000 0.00466840220385675 0.0046
chr_12 6530001 6540000 0.00408060606060606 0.00446
chr_12 6540001 6550000 0.00530264462809917 0.0056
chr_12 6550001 6560000 0.00662796143250689 0.00714
chr_12 6560001 6570000 0.00728209366391185 0.00734
chr_12 6570001 6580000 0.00640418732782369 0.00702
chr_12 6580001 6590000 0.00420936639118457 0.00386
chr_12 6590001 6600000 0.00427619834710744 0.00442
chr_12 6600001 6610000 0.00563807162534435 0.00548
chr_12 6610001 6620000 0.00717815426997245 0.0076
chr_12 6620001 6630000 0.00599272727272727 0.00534
chr_12 6630001 6640000 0.005443608815427 0.00586
chr_12 6640001 6650000 0.00481385674931129 0.00428
chr_12 6650001 6660000 0.00423997245179063 0.004
chr_12 6660001 6670000 0.00339851239669421 0.0032
chr_12 6670001 6680000 0.00317625344352617 0.00376
chr_12 6680001 6690000 0.00370870523415978 0.00332
chr_12 6690001 6700000 0.0026171349862259 0.00272
chr_12 6700001 6710000 0.00350661157024793 0.00404
chr_12 6710001 6720000 0.00553617079889807 0.00574
chr_12 6720001 6730000 0.00536465564738292 0.00538
chr_12 6730001 6740000 0.0063898347107438 0.00706
chr_12 6740001 6750000 0.00560526170798898 0.0051
chr_12 6750001 6760000 0.00514402203856749 0.005
chr_12 6760001 6770000 0.00460515151515152 0.0047
chr_12 6770001 6780000 0.00541421487603306 0.00534
chr_12 6780001 6790000 0.00615928374655647 0.00604
chr_12 6790001 6800000 0.0077068044077135 0.00806
chr_12 6800001 6810000 0.00542363636363636 0.006
chr_12 6810001 6820000 0.00578460055096419 0.0058
chr_12 6820001 6830000 0.00579581267217631 0.00596
chr_12 6830001 6840000 0.00542534435261708 0.00568
chr_12 6840001 6850000 0.00357027548209366 0.00366
chr_12 6850001 6860000 0.00723060606060606 0.0073
chr_12 6860001 6870000 0.00620457300275482 0.00686
chr_12 6870001 6880000 0.00522297520661157 0.00538
chr_12 6880001 6890000 0.00630253443526171 0.00642
chr_12 6890001 6900000 0.00478176308539945 0.00474
chr_12 6900001 6910000 0.00565110192837466 0.00604
chr_12 6910001 6920000 0.00648859504132231 0.0064
chr_12 6920001 6930000 0.0072432782369146 0.00764
chr_12 6930001 6940000 0.00661807162534435 0.00682
chr_12 6940001 6950000 0.00587115702479339 0.00596
chr_12 6950001 6960000 0.00736214876033058 0.0075
chr_12 6960001 6970000 0.00711818181818182 0.00716
chr_12 6970001 6980000 0.0040468044077135 0.00438
chr_12 6980001 6990000 0.00607173553719008 0.00644
chr_12 6990001 7e+06 0.00520278236914601 0.00522
chr_12 7000001 7010000 0.00444787878787879 0.00534
chr_12 7010001 7020000 0.0042295041322314 0.00408
chr_12 7020001 7030000 0.00036297520661157 0.00058
chr_12 7030001 7040000 0.00678947658402204 0.00702
chr_12 7040001 7050000 0.00536829201101928 0.00588
chr_12 7050001 7060000 0.00600355371900826 0.00638
chr_12 7060001 7070000 0.00576977961432507 0.00576
chr_12 7070001 7080000 0.00506096418732782 0.0053
chr_12 7080001 7090000 0.00507258953168044 0.0059
chr_12 7090001 7100000 0.00383556473829201 0.00464
chr_12 7100001 7110000 0.00531258953168044 0.00636
chr_12 7110001 7120000 0.00442589531680441 0.0044
chr_12 7120001 7130000 0.0053834435261708 0.0059
chr_12 7130001 7140000 0.0041033608815427 0.00476
chr_12 7140001 7150000 0.00420308539944904 0.0048
chr_12 7150001 7160000 0.00518969696969697 0.0047
chr_12 7160001 7170000 0.00495424242424242 0.00476
chr_12 7170001 7180000 0.00424498622589532 0.0041
chr_12 7180001 7190000 0.00441 0.0049
chr_12 7190001 7200000 0.00490203856749311 0.00452
chr_12 7200001 7210000 0.00571143250688705 0.0066
chr_12 7210001 7220000 0.00635578512396694 0.00616
chr_12 7220001 7230000 0.00401625344352617 0.00468
chr_12 7230001 7240000 0.00566005509641873 0.00516
chr_12 7240001 7250000 0.00634829201101928 0.00552
chr_12 7250001 7260000 0.00542870523415978 0.00548
chr_12 7260001 7270000 0.00435842975206612 0.00484
chr_12 7270001 7280000 0.00413057851239669 0.00438
chr_12 7280001 7290000 0.00570586776859504 0.00564
chr_12 7290001 7300000 0.00505526170798898 0.0057
chr_12 7300001 7310000 0.00581515151515151 0.0065
chr_12 7310001 7320000 0.00448517906336088 0.00374
chr_12 7320001 7330000 0.00388393939393939 0.0042
chr_12 7330001 7340000 0.00229283746556474 0.00254
chr_12 7340001 7350000 0.00373101928374656 0.00422
chr_12 7350001 7360000 0.0033031129476584 0.00398
chr_12 7360001 7370000 0.00290564738292011 0.00312
chr_12 7370001 7380000 0.000377272727272727 3e-04
chr_12 7380001 7390000 0 0
chr_12 7390001 7400000 0 0
chr_12 7400001 7410000 0.000330027548209366 0.00046
chr_12 7410001 7420000 0.00261184573002755 0.00262
chr_12 7420001 7430000 0.00370553719008264 0.00374
chr_12 7430001 7440000 0.0035637741046832 0.00304
chr_12 7440001 7450000 0.00384771349862259 0.00464
chr_12 7450001 7460000 0.00349917355371901 0.00378
chr_12 7460001 7470000 0.00348134986225895 0.00366
chr_12 7470001 7480000 0.00559553719008265 0.00614
chr_12 7480001 7490000 0.00352363636363636 0.00358
chr_12 7490001 7500000 0.00351146005509642 0.00408
chr_12 7500001 7510000 0.00598399449035813 0.0054
chr_12 7510001 7520000 0.004193608815427 0.00444
chr_12 7520001 7530000 0.00321727272727273 0.00274
chr_12 7530001 7540000 0.00323804407713499 0.003
chr_12 7540001 7550000 0.00374385674931129 0.00336
chr_12 7550001 7560000 0.0065269696969697 0.00692
chr_12 7560001 7570000 0.00509487603305785 0.00536
chr_12 7570001 7580000 0.00430928374655647 0.00494
chr_12 7580001 7590000 0.00580239669421488 0.00616
chr_12 7590001 7600000 0.00485314049586777 0.0043
chr_12 7600001 7610000 0.0048836914600551 0.00442
chr_12 7610001 7620000 0.00635884297520661 0.00708
chr_12 7620001 7630000 0.00402239669421488 0.00438
chr_12 7630001 7640000 0.0047936914600551 0.00524
chr_12 7640001 7650000 0.00373699724517906 0.00386
chr_12 7650001 7660000 0.00452771349862259 0.00538
chr_12 7660001 7670000 0.00347413223140496 0.00378
chr_12 7670001 7680000 0.00530578512396694 0.00506
chr_12 7680001 7690000 0.00659413223140496 0.00716
chr_12 7690001 7700000 0.00383292011019284 0.0044
chr_12 7700001 7710000 0.00472994490358127 0.00518
chr_12 7710001 7720000 0.00387366391184573 0.0035
chr_12 7720001 7730000 0.0038695867768595 0.00468
chr_12 7730001 7740000 0.00413228650137741 0.00472
chr_12 7740001 7750000 0.00380925619834711 0.00348
chr_12 7750001 7760000 0.00502614325068871 0.00558
chr_12 7760001 7770000 0.00371476584022039 0.0041
chr_12 7770001 7780000 0.00452231404958678 0.00476
chr_12 7780001 7790000 0.00394617079889807 0.00438
chr_12 7790001 7800000 0.00434104683195592 0.00426
chr_12 7800001 7810000 0.0071298347107438 0.00758
chr_12 7810001 7820000 0.00502553719008264 0.00586
chr_12 7820001 7830000 0.00472925619834711 0.00514
chr_12 7830001 7840000 0.00455801652892562 0.0051
chr_12 7840001 7850000 0.00585586776859504 0.00602
chr_12 7850001 7860000 0.00480140495867769 0.00536
chr_12 7860001 7870000 0.0056828650137741 0.00502
chr_12 7870001 7880000 0.0057968870523416 0.00626
chr_12 7880001 7890000 0.00495870523415978 0.00548
chr_12 7890001 7900000 0.00427107438016529 0.00458
chr_12 7900001 7910000 0.00373090909090909 0.003
chr_12 7910001 7920000 0.00375595041322314 0.00368
chr_12 7920001 7930000 0.00526804407713499 0.0053
chr_12 7930001 7940000 0.00527534435261708 0.0056
chr_12 7940001 7950000 0.00453044077134986 0.00458
chr_12 7950001 7960000 0.00468798898071625 0.00524
chr_12 7960001 7970000 0.0058504132231405 0.00568
chr_12 7970001 7980000 0.00420440771349862 0.00514
chr_12 7980001 7990000 0.00347460055096419 0.00374
chr_12 7990001 8e+06 0.00575900826446281 0.0061
chr_12 8000001 8010000 0.00568217630853995 0.00592
chr_12 8010001 8020000 0.00646669421487603 0.00738
chr_12 8020001 8030000 0.00584190082644628 0.00552
chr_12 8030001 8040000 0.00542829201101928 0.00506
chr_12 8040001 8050000 0.00572592286501377 0.00498
chr_12 8050001 8060000 0.00560438016528926 0.00578
chr_12 8060001 8070000 0.00438162534435262 0.00498
chr_12 8070001 8080000 0.00464933884297521 0.00474
chr_12 8080001 8090000 0.00504393939393939 0.0054
chr_12 8090001 8100000 0.00229633608815427 0.00206
chr_12 8100001 8110000 0.00281096418732782 0.0031
chr_12 8110001 8120000 0.00374977961432507 0.00424
chr_12 8120001 8130000 0.00514548209366391 0.00632
chr_12 8130001 8140000 0.00484173553719008 0.0054
chr_12 8140001 8150000 0.00497534435261708 0.00506
chr_12 8150001 8160000 0.00405242424242424 0.00324
chr_12 8160001 8170000 0.00392652892561983 0.00376
chr_12 8170001 8180000 0.00343603305785124 0.00328
chr_12 8180001 8190000 0.00353707988980716 0.00414
chr_12 8190001 8200000 0.00547520661157025 0.00538
chr_12 8200001 8210000 0.00529515151515151 0.00618
chr_12 8210001 8220000 0.00383611570247934 0.00438
chr_12 8220001 8230000 0.00527005509641873 0.00674
chr_12 8230001 8240000 0.00432545454545455 0.00498
chr_12 8240001 8250000 0.00386082644628099 0.00442
chr_12 8250001 8260000 0.00277947658402204 0.00312
chr_12 8260001 8270000 0.00441779614325069 0.00422
chr_12 8270001 8280000 0.00512589531680441 0.00478
chr_12 8280001 8290000 0.00762785123966942 0.0079
chr_12 8290001 8300000 0.00411085399449036 0.0046
chr_12 8300001 8310000 0.00337743801652893 0.00278
chr_12 8310001 8320000 0.0041804132231405 0.00402
chr_12 8320001 8330000 0.00580250688705234 0.00646
chr_12 8330001 8340000 0.00360754820936639 0.00368
chr_12 8340001 8350000 0.00521044077134986 0.00542
chr_12 8350001 8360000 0.00451063360881543 0.00498
chr_12 8360001 8370000 0.00252079889807163 0.0029
chr_12 8370001 8380000 0.00385181818181818 0.0046
chr_12 8380001 8390000 0.00398691460055096 0.00352
chr_12 8390001 8400000 0.00375250688705234 0.00384
chr_12 8400001 8410000 0.00370495867768595 0.00362
chr_12 8410001 8420000 0.00363790633608815 0.00388
chr_12 8420001 8430000 0.00130669421487603 0.00126
chr_12 8430001 8440000 0.00217074380165289 0.00146
chr_12 8440001 8450000 0.00409534435261708 0.00364
chr_12 8450001 8460000 0.00416399449035813 0.00348
chr_12 8460001 8470000 0.00341275482093664 0.0032
chr_12 8470001 8480000 0.00351297520661157 0.00398
chr_12 8480001 8490000 0.00432424242424242 0.00516
chr_12 8490001 8500000 0.0060930303030303 0.00636
chr_12 8500001 8510000 0.00641214876033058 0.00708
chr_12 8510001 8520000 0.00455523415977961 0.0053
chr_12 8520001 8530000 0.00467209366391185 0.00468
chr_12 8530001 8540000 0.00506112947658402 0.00446
chr_12 8540001 8550000 0.00534261707988981 0.0049
chr_12 8550001 8560000 0.00330228650137741 0.0032
chr_12 8560001 8570000 0.00259837465564738 0.00234
chr_12 8570001 8580000 0.00528421487603306 0.005
chr_12 8580001 8590000 0.00570887052341598 0.0057
chr_12 8590001 8600000 0.00561115702479339 0.00538
chr_12 8600001 8610000 0.00476349862258953 0.00468
chr_12 8610001 8620000 0.00491380165289256 0.00486
chr_12 8620001 8630000 0.00434716253443526 0.0048
chr_12 8630001 8640000 0.0044902479338843 0.00448
chr_12 8640001 8650000 0.00484603305785124 0.00538
chr_12 8650001 8660000 0.00465881542699725 0.00454
chr_12 8660001 8670000 0.00533066115702479 0.00578
chr_12 8670001 8680000 0.0045102479338843 0.00494
chr_12 8680001 8690000 0.00469851239669421 0.00452
chr_12 8690001 8700000 0.00394603305785124 0.00408
chr_12 8700001 8710000 0.00428316804407713 0.00478
chr_12 8710001 8720000 0.00468388429752066 0.00516
chr_12 8720001 8730000 0.00491785123966942 0.00524
chr_12 8730001 8740000 0.00512223140495868 0.00596
chr_12 8740001 8750000 0.00391881542699724 0.00418
chr_12 8750001 8760000 0.00334509641873278 0.003
chr_12 8760001 8770000 0.0040561432506887 0.00416
chr_12 8770001 8780000 0.00513625344352617 0.00542
chr_12 8780001 8790000 0.00454881542699725 0.00508
chr_12 8790001 8800000 0.00440418732782369 0.0055
chr_12 8800001 8810000 0.00563721763085399 0.00526
chr_12 8810001 8820000 0.00519567493112948 0.00518
chr_12 8820001 8830000 0.00538859504132231 0.00462
chr_12 8830001 8840000 0.00395415977961432 0.00458
chr_12 8840001 8850000 0.00444090909090909 0.00486
chr_12 8850001 8860000 0.0050236914600551 0.00534
chr_12 8860001 8870000 0.00533845730027548 0.0056
chr_12 8870001 8880000 0.00585482093663912 0.00648
chr_12 8880001 8890000 0.00407595041322314 0.00408
chr_12 8890001 8900000 0.00475741046831956 0.00486
chr_12 8900001 8910000 0.00420245179063361 0.00472
chr_12 8910001 8920000 0.00324782369146005 0.003
chr_12 8920001 8930000 0.00454658402203857 0.00448
chr_12 8930001 8940000 0.00394785123966942 0.00436
chr_12 8940001 8950000 0.0061395867768595 0.00652
chr_12 8950001 8960000 0.00515776859504132 0.00494
chr_12 8960001 8970000 0.00459225895316804 0.0052
chr_12 8970001 8980000 0.0049230303030303 0.00522
chr_12 8980001 8990000 0.00490699724517906 0.00438
chr_12 8990001 9e+06 0.0062132782369146 0.00612
chr_12 9000001 9010000 0.00496107438016529 0.00506
chr_12 9010001 9020000 0.00524181818181818 0.00616
chr_12 9020001 9030000 0.00590261707988981 0.0048
chr_12 9030001 9040000 0.00460110192837466 0.00446
chr_12 9040001 9050000 0.00466234159779614 0.00426
chr_12 9050001 9060000 0.00383914600550964 0.00438
chr_12 9060001 9070000 0.00466567493112948 0.0047
chr_12 9070001 9080000 0.00298236914600551 0.003
chr_12 9080001 9090000 0.00506426997245179 0.00572
chr_12 9090001 9100000 0.00482253443526171 0.00472
chr_12 9100001 9110000 0.00365537190082645 0.00354
chr_12 9110001 9120000 0.00438520661157025 0.00424
chr_12 9120001 9130000 0.00562256198347107 0.0055
chr_12 9130001 9140000 0.005923608815427 0.00548
chr_12 9140001 9150000 0.00539198347107438 0.00568
chr_12 9150001 9160000 0.00523391184573003 0.0051
chr_12 9160001 9170000 0.00671093663911846 0.0069
chr_12 9170001 9180000 0.00662914600550964 0.00732
chr_12 9180001 9190000 0.00515884297520661 0.0055
chr_12 9190001 9200000 0.00607666666666667 0.00664
chr_12 9200001 9210000 0.00572449035812672 0.00588
chr_12 9210001 9220000 0.00388793388429752 0.00452
chr_12 9220001 9230000 0.00360873278236915 0.00452
chr_12 9230001 9240000 0.00314280991735537 0.0033
chr_12 9240001 9250000 0.0044933608815427 0.00514
chr_12 9250001 9260000 0.00579561983471074 0.00628
chr_12 9260001 9270000 0.00585192837465565 0.00554
chr_12 9270001 9280000 0.00494382920110193 0.00532
chr_12 9280001 9290000 0.00486082644628099 0.00532
chr_12 9290001 9300000 0.00424749311294766 0.00466
chr_12 9300001 9310000 0.00431110192837466 0.00494
chr_12 9310001 9320000 0.00338366391184573 0.0034
chr_12 9320001 9330000 0.00426997245179063 0.00448
chr_12 9330001 9340000 0.00423371900826446 0.00456
chr_12 9340001 9350000 0.00366691460055096 0.00424
chr_12 9350001 9360000 0.00445388429752066 0.00492
chr_12 9360001 9370000 0.00366523415977961 0.00408
chr_12 9370001 9380000 0.00203884297520661 0.00246
chr_12 9380001 9390000 0.0014231129476584 0.0014
chr_12 9390001 9400000 0.00245322314049587 0.00254
chr_12 9400001 9410000 0.00222391184573003 0.0026
chr_12 9410001 9420000 0.00336471074380165 0.00382
chr_12 9420001 9430000 0.00388889807162534 0.00366
chr_12 9430001 9440000 0.00457184573002755 0.00404
chr_12 9440001 9450000 0.00493052341597796 0.00472
chr_12 9450001 9460000 0.00336077134986226 0.004
chr_12 9460001 9470000 0.00317509641873278 0.00356
chr_12 9470001 9480000 0.00312955922865014 0.00326
chr_12 9480001 9490000 0.00478619834710744 0.00468
chr_12 9490001 9500000 0.005296391184573 0.0053
chr_12 9500001 9510000 0.00467066115702479 0.006
chr_12 9510001 9520000 0.00479661157024793 0.00436
chr_12 9520001 9530000 0.0059701652892562 0.00672
chr_12 9530001 9540000 0.00593592286501377 0.00612
chr_12 9540001 9550000 0.00763088154269972 0.0077
chr_12 9550001 9560000 0.00593374655647383 0.00632
chr_12 9560001 9570000 0.00479421487603306 0.00426
chr_12 9570001 9580000 0.00680771349862259 0.00766
chr_12 9580001 9590000 0.00687231404958678 0.00686
chr_12 9590001 9600000 0.00492592286501377 0.00438
chr_12 9600001 9610000 0.00369231404958678 0.00328
chr_12 9610001 9620000 0.00497126721763085 0.00558
chr_12 9620001 9630000 0.00391826446280992 0.00442
chr_12 9630001 9640000 0.00365917355371901 0.00434
chr_12 9640001 9650000 0.00482267217630854 0.00514
chr_12 9650001 9660000 0.00442443526170799 0.00432
chr_12 9660001 9670000 0.00575123966942149 0.00518
chr_12 9670001 9680000 0.00494771349862259 0.0057
chr_12 9680001 9690000 0.0051996694214876 0.00566
chr_12 9690001 9700000 0.00361388429752066 0.00466
chr_12 9700001 9710000 0.00363330578512397 0.00326
chr_12 9710001 9720000 0.0037595041322314 0.00438
chr_12 9720001 9730000 0.00594520661157025 0.00708
chr_12 9730001 9740000 0.00622140495867769 0.00552
chr_12 9740001 9750000 0.00705465564738292 0.00688
chr_12 9750001 9760000 0.00546121212121212 0.00592
chr_12 9760001 9770000 0.00569253443526171 0.00654
chr_12 9770001 9780000 0.0038296694214876 0.00412
chr_12 9780001 9790000 0.00539049586776859 0.00588
chr_12 9790001 9800000 0.00726829201101928 0.00814
chr_12 9800001 9810000 0.00734173553719008 0.00792
chr_12 9810001 9820000 0.00548515151515151 0.00566
chr_12 9820001 9830000 0.00583515151515152 0.0057
chr_12 9830001 9840000 0.00550151515151515 0.00586
chr_12 9840001 9850000 0.00493236914600551 0.00532
chr_12 9850001 9860000 0.00358231404958678 0.0038
chr_12 9860001 9870000 0.00379782369146006 0.00448
chr_12 9870001 9880000 0.00524578512396694 0.00606
chr_12 9880001 9890000 0.00443895316804408 0.00408
chr_12 9890001 9900000 0.00565476584022039 0.00546
chr_12 9900001 9910000 0.00391837465564738 0.0039
chr_12 9910001 9920000 0.00401652892561984 0.0048
chr_12 9920001 9930000 0.00530526170798898 0.00638
chr_12 9930001 9940000 0.00532515151515152 0.00612
chr_12 9940001 9950000 0.0047401652892562 0.00548
chr_12 9950001 9960000 0.00597096418732782 0.00698
chr_12 9960001 9970000 0.00455347107438017 0.0044
chr_12 9970001 9980000 0.00450928374655647 0.00412
chr_12 9980001 9990000 0.0057070523415978 0.0058
chr_12 9990001 1e+07 0.00574366391184573 0.00626
chr_12 10000001 10010000 0.00652157024793388 0.00634
chr_12 10010001 10020000 0.00363818181818182 0.0041
chr_12 10020001 10030000 0.00210785123966942 0.00282
chr_12 10030001 10040000 0.00214900826446281 0.0028
chr_12 10040001 10050000 0.0022028650137741 0.00224
chr_12 10050001 10060000 0.00251366391184573 0.00302
chr_12 10060001 10070000 0.00203542699724518 0.00242
chr_12 10070001 10080000 0.00193209366391185 0.00204
chr_12 10080001 10090000 0.00405884297520661 0.0042
chr_12 10090001 10100000 0.00579831955922865 0.0056
chr_12 10100001 10110000 0.00417826446280992 0.00484
chr_12 10110001 10120000 0.00571176308539945 0.00544
chr_12 10120001 10130000 0.00445104683195592 0.00462
chr_12 10130001 10140000 0.0051732782369146 0.00562
chr_12 10140001 10150000 0.00494977961432507 0.00512
chr_12 10150001 10160000 0.00519393939393939 0.00532
chr_12 10160001 10170000 0.00464256198347107 0.00528
chr_12 10170001 10180000 0.00244181818181818 0.00278
chr_12 10180001 10190000 0.00568760330578512 0.00534
chr_12 10190001 10200000 0.0051899173553719 0.00558
chr_12 10200001 10210000 0.00470506887052342 0.00428
chr_12 10210001 10220000 0.00459534435261708 0.00508
chr_12 10220001 10230000 0.00223220385674931 0.00226
chr_12 10230001 10240000 0.00263641873278237 0.0025
chr_12 10240001 10250000 0.00296190082644628 0.00262
chr_12 10250001 10260000 0.00349011019283747 0.00318
chr_12 10260001 10270000 0.00375760330578512 0.00416
chr_12 10270001 10280000 0.00598567493112948 0.00572
chr_12 10280001 10290000 0.00611104683195592 0.00592
chr_12 10290001 10300000 0.00629099173553719 0.00648
chr_12 10300001 10310000 0.00388625344352617 0.00424
chr_12 10310001 10320000 0.0065404958677686 0.00648
chr_12 10320001 10330000 0.00659570247933884 0.0068
chr_12 10330001 10340000 0.00493090909090909 0.00488
chr_12 10340001 10350000 0.0045936914600551 0.00426
chr_12 10350001 10360000 0.00485300275482094 0.00516
chr_12 10360001 10370000 0.00312432506887052 0.00306
chr_12 10370001 10380000 0.00246584022038567 0.00282
chr_12 10380001 10390000 0.00361691460055096 0.00348
chr_12 10390001 10400000 0.00333683195592287 0.00404
chr_12 10400001 10410000 0.00305137741046832 0.00312
chr_12 10410001 10420000 0.00304013774104683 0.00282
chr_12 10420001 10430000 0.00372685950413223 0.0031
chr_12 10430001 10440000 0.00276801652892562 0.00294
chr_12 10440001 10450000 0.00261173553719008 0.00308
chr_12 10450001 10460000 0.00322515151515152 0.00308
chr_12 10460001 10470000 0.00359165289256198 0.00446
