pos medtmrca geno interval
14418100 17 AA in
14428100 14 AA in
14438100 20 AA in
14448100 18 AA in
14458100 12 AA in
14468100 11 AA in
14478100 14 AA in
14488100 18 AA in
14498100 10 AA in
14508100 12 AA in
14518100 12 AA in
14528100 14 AA in
14538100 10 AA in
14548100 9 AA in
14558100 12 AA in
14568100 10 AA in
14578100 13 AA in
14588100 13 AA in
14598100 11 AA in
14608100 8 AA in
14618100 14 AA in
14628100 10 AA in
14638100 14 AA in
14648100 14 AA in
14658100 12 AA in
14668100 12 AA in
14678100 15 AA in
14688100 14 AA in
14698100 13 AA in
14708100 17 AA in
14718100 16 AA in
14728100 12 AA in
14738100 8 AA in
14748100 9 AA in
14758100 14 AA in
14768100 14 AA in
14778100 14 AA in
14788100 12 AA in
14798100 6 AA in
14808100 16 AA in
15228100 16 AA in
15248100 6 AA in
15258100 8 AA in
15268100 6 AA in
15278100 7 AA in
15288100 12 AA in
15298100 10 AA in
15308100 8 AA in
15318100 12 AA in
15328100 18 AA in
15338100 12 AA in
15348100 9 AA in
15358100 14 AA in
15368100 6 AA in
15378100 8 AA in
15388100 10 AA in
15398100 8 AA in
15408100 4 AA in
15418100 8 AA in
15428100 11 AA in
15438100 13 AA in
15448100 10 AA in
15458100 11 AA in
15468100 12 AA in
15478100 10 AA in
15488100 16 AA in
15498100 12 AA in
15508100 12 AA in
15518100 16 AA in
15528100 8 AA in
15538100 16 AA in
15548100 16 AA in
15558100 10 AA in
15568100 10 AA in
15578100 16 AA in
15588100 14 AA in
15598100 14 AA in
15608100 10 AA in
15618100 10 AA in
15628100 14 AA in
15638100 10 AA in
15648100 9 AA in
15658100 11 AA in
15668100 8 AA in
15678100 12 AA in
15688100 8 AA in
15698100 8 AA in
15708100 13 AA in
15718100 11 AA in
15728100 11 AA in
15738100 18 AA in
15748100 11 AA in
15758100 8 AA in
15768100 16 AA in
15778100 14 AA in
15788100 16 AA in
15798100 13 AA in
15808100 15 AA in
15818100 19 AA in
15828100 12 AA in
15838100 14 AA in
15848100 18 AA in
15858100 16 AA in
15868100 18 AA in
15878100 16 AA in
15888100 8 AA in
15898100 16 AA in
15918100 16 AA in
15958100 17 AA in
15968100 17 AA in
15978100 16 AA in
15998100 13 AA in
16008100 14 AA in
16018100 13 AA in
16028100 12 AA in
16038100 12 AA in
16048100 16 AA in
16058100 15 AA in
16068100 18 AA in
16078100 18 AA in
16088100 18 AA in
16098100 15 AA in
16108100 12 AA in
16118100 13 AA in
16128100 13 AA in
16138100 14 AA in
16148100 18 AA in
16158100 12 AA in
16168100 12 AA in
16178100 14 AA in
16188100 13 AA in
16198100 15 AA in
16208100 20 AA in
16218100 16 AA in
16228100 11 AA in
16238100 8 AA in
16248100 11 AA in
16258100 18 AA in
16268100 15 AA in
16278100 12 AA in
16288100 6 AA in
16298100 16 AA in
16308100 16 AA in
16318100 19 AA in
16328100 16 AA in
16338100 12 AA in
16348100 18 AA in
16358100 17 AA in
16368100 14 AA in
16378100 13 AA in
16388100 13 AA in
16398100 18 AA in
16408100 14 AA in
16418100 18 AA in
16428100 16 AA in
16438100 16 AA in
16448100 12 AA in
16458100 12 AA in
16468100 16 AA in
16478100 12 AA in
16488100 8 AA in
16498100 18 AA in
16508100 20 AA in
16518100 22 AA in
16528100 10 AA in
16538100 16 AA in
16548100 16 AA in
16558100 14 AA in
16568100 14 AA in
16578100 16 AA in
16588100 10 AA in
16598100 13 AA in
16608100 12 AA in
16618100 16 AA in
16628100 12 AA in
16638100 14 AA in
16648100 14 AA in
16658100 20 AA in
16668100 16 AA in
16678100 18 AA in
16688100 11 AA in
16698100 9 AA in
16708100 12 AA in
16718100 8 AA in
16728100 15 AA in
16738100 12 AA in
16748100 10 AA in
16758100 7 AA in
16768100 10 AA in
16778100 18 AA in
16788100 12 AA in
16798100 18 AA in
16808100 16 AA in
16818100 18 AA in
16828100 18 AA in
16838100 20 AA in
16848100 14 AA in
16858100 16 AA in
16868100 12 AA in
16878100 21 AA in
16888100 18 AA in
16898100 18 AA in
16908100 18 AA in
16918100 16 AA in
16928100 18 AA in
16938100 16 AA in
16948100 14 AA in
16958100 18 AA in
16968100 20 AA in
16978100 16 AA in
16988100 16 AA in
17008100 10 AA in
17018100 12 AA in
17028100 15 AA in
17038100 10 AA in
17048100 12 AA in
17058100 14 AA in
17068100 16 AA in
17078100 14 AA in
17088100 16 AA in
17098100 12 AA in
17108100 11 AA in
17118100 17 AA in
17128100 16 AA in
17398100 16 AA in
17418100 6 AA in
17428100 5 AA in
17438100 9 AA in
17448100 14 AA in
17458100 12 AA in
17468100 22 AA in
17478100 16 AA in
17488100 12 AA in
17498100 20 AA in
17508100 16 AA in
17518100 16 AA in
17528100 16 AA in
17538100 16 AA in
17548100 13 AA in
17558100 13 AA in
17568100 11 AA in
17578100 12 AA in
17588100 18 AA in
17598100 13 AA in
17608100 14 AA in
17618100 16 AA in
17628100 22 AA in
17638100 19 AA in
17648100 18 AA in
17658100 16 AA in
17668100 14 AA in
17678100 12 AA in
17688100 14 AA in
17698100 17 AA in
17708100 19 AA in
17718100 12 AA in
17728100 14 AA in
17738100 14 AA in
17748100 10 AA in
17758100 16 AA in
17768100 15 AA in
17778100 10 AA in
17788100 15 AA in
17798100 14 AA in
17808100 12 AA in
17818100 23 AA in
17828100 18 AA in
17838100 13 AA in
17848100 17 AA in
17858100 20 AA in
17868100 16 AA in
17878100 17 AA in
17888100 14 AA in
17898100 16 AA in
17908100 17 AA in
17918100 12 AA in
17928100 16 AA in
17938100 17 AA in
17948100 15 AA in
17958100 17 AA in
17968100 16 AA in
17978100 14 AA in
17988100 22 AA in
17998100 18 AA in
18008100 20 AA in
18018100 15 AA in
18028100 13 AA in
18038100 16 AA in
18048100 14 AA in
18058100 16 AA in
18068100 14 AA in
18078100 14 AA in
18088100 18 AA in
18098100 11 AA in
18108100 18 AA in
18118100 16 AA in
18128100 18 AA in
18138100 17 AA in
18148100 12 AA in
18158100 14 AA in
18168100 14 AA in
18178100 16 AA in
18188100 16 AA in
18198100 16 AA in
18208100 18 AA in
18218100 16 AA in
18228100 18 AA in
18238100 15 AA in
18248100 22 AA in
18258100 18 AA in
18268100 16 AA in
18278100 18 AA in
18288100 16 AA in
18298100 18 AA in
18308100 20 AA in
18318100 18 AA in
18328100 18 AA in
18338100 20 AA in
18348100 16 AA in
18358100 18 AA in
18368100 16 AA in
18378100 18 AA in
18388100 15 AA in
18398100 16 AA in
18408100 18 AA in
18418100 18 AA in
18428100 14 AA in
18438100 16 AA in
18448100 18 AA in
18458100 18 AA in
18468100 16 AA in
18478100 16 AA in
18488100 16 AA in
18498100 18 AA in
18508100 13 AA in
18518100 12 AA in
18528100 16 AA in
18538100 18 AA in
18548100 16 AA in
18558100 16 AA in
18568100 16 AA in
18578100 16 AA in
18588100 16 AA in
18598100 16 AA in
18608100 16 AA in
18618100 12 AA in
18628100 19 AA in
18638100 20 AA in
18648100 16 AA in
18658100 12 AA in
18668100 18 AA in
18678100 18 AA in
18688100 18 AA in
18698100 18 AA in
18708100 18 AA in
18718100 14 AA in
18728100 18 AA in
18738100 18 AA in
18748100 16 AA in
18758100 14 AA in
18768100 14 AA in
18778100 17 AA in
18788100 16 AA in
18798100 11 AA in
18808100 17 AA in
18818100 16 AA in
18828100 20 AA in
18838100 16 AA in
18848100 18 AA in
18858100 18 AA in
18868100 14 AA in
18878100 20 AA in
18888100 20 AA in
18898100 16 AA in
18908100 10 AA in
18918100 11 AA in
18928100 15 AA in
18938100 20 AA in
18948100 20 AA in
18958100 10 AA in
18968100 14 AA in
18978100 16 AA in
18988100 18 AA in
18998100 15 AA in
19008100 12 AA in
19018100 12 AA in
19028100 13 AA in
19038100 12 AA in
19048100 10 AA in
19058100 16 AA in
19098100 13 AA in
19108100 16 AA in
19138100 16 AA in
19148100 16 AA in
19168100 10 AA in
19178100 14 AA in
19188100 20 AA in
19198100 16 AA in
19208100 16 AA in
19218100 11 AA in
19228100 14 AA in
19238100 18 AA in
19248100 14 AA in
19258100 19 AA in
19268100 15 AA in
19278100 14 AA in
19288100 19 AA in
19298100 12 AA in
19308100 14 AA in
19318100 16 AA in
19328100 14 AA in
19338100 17 AA in
19348100 16 AA in
19358100 12 AA in
19368100 14 AA in
19378100 18 AA in
19388100 17 AA in
19398100 15 AA in
19408100 15 AA in
19418100 16 AA in
19428100 14 AA in
19438100 14 AA in
19448100 20 AA in
19458100 19 AA in
19468100 14 AA in
19478100 14 AA in
19488100 16 AA in
19498100 19 AA in
19508100 15 AA in
19518100 16 AA in
19528100 18 AA in
19538100 16 AA in
19548100 17 AA in
19558100 14 AA in
19568100 15 AA in
19578100 18 AA in
19588100 20 AA in
19598100 16 AA in
19608100 16 AA in
19618100 16 AA in
19628100 20 AA in
19638100 20 AA in
19648100 22 AA in
19658100 11 AA in
19668100 13 AA in
19678100 14 AA in
19688100 18 AA in
19698100 16 AA in
19708100 18 AA in
19718100 18 AA in
19728100 14 AA in
19738100 16 AA in
19748100 16 AA in
19758100 14 AA in
19768100 17 AA in
19778100 18 AA in
19788100 16 AA in
19798100 20 AA in
19808100 17 AA in
19818100 18 AA in
19828100 19 AA in
19838100 14 AA in
19848100 16 AA in
19858100 16 AA in
19868100 14 AA in
19878100 18 AA in
19888100 14 AA in
19898100 14 AA in
19908100 17 AA in
19918100 13 AA in
19928100 14 AA in
19938100 14 AA in
19948100 14 AA in
19958100 15 AA in
19968100 17 AA in
19978100 16 AA in
19988100 19 AA in
19998100 18 AA in
20008100 16 AA in
20018100 16 AA in
20028100 18 AA in
20038100 18 AA in
20048100 17 AA in
20058100 17 AA in
20068100 19 AA in
20078100 11 AA in
20088100 12 AA in
20098100 15 AA in
20108100 18 AA in
20118100 18 AA in
20128100 18 AA in
20138100 18 AA in
20148100 17 AA in
20158100 16 AA in
20168100 18 AA in
20178100 18 AA in
20188100 12 AA in
20198100 18 AA in
20208100 14 AA in
20218100 18 AA in
20228100 15 AA in
20238100 14 AA in
20248100 13 AA in
20258100 18 AA in
20268100 17 AA in
20278100 16 AA in
20288100 15 AA in
20298100 19 AA in
20308100 15 AA in
20318100 16 AA in
20328100 20 AA in
20338100 10 AA in
20348100 14 AA in
20358100 16 AA in
20368100 15 AA in
20378100 19 AA in
20388100 16 AA in
20398100 18 AA in
20408100 20 AA in
20418100 19 AA in
20428100 20 AA in
20438100 13 AA in
20448100 14 AA in
20458100 14 AA in
20468100 20 AA in
20478100 16 AA in
20488100 14 AA in
20498100 14 AA in
20508100 18 AA in
20518100 18 AA in
20528100 16 AA in
20538100 16 AA in
20548100 19 AA in
20558100 18 AA in
20568100 14 AA in
20578100 14 AA in
20588100 16 AA in
20598100 16 AA in
20608100 19 AA in
20618100 19 AA in
20628100 18 AA in
20638100 16 AA in
20648100 17 AA in
20658100 14 AA in
20668100 20 AA in
20678100 18 AA in
20688100 16 AA in
20698100 19 AA in
20708100 16 AA in
20718100 17 AA in
20728100 16 AA in
20738100 18 AA in
20748100 17 AA in
20758100 18 AA in
20768100 16 AA in
20778100 21 AA in
20788100 17 AA in
20798100 18 AA in
20808100 14 AA in
20818100 16 AA in
20828100 16 AA in
20838100 16 AA in
20848100 14 AA in
20858100 16 AA in
20868100 17 AA in
20878100 16 AA in
20888100 15 AA in
20898100 16 AA in
20908100 16 AA in
20918100 17 AA in
20928100 16 AA in
20938100 19 AA in
20948100 16 AA in
20958100 17 AA in
20968100 15 AA in
20978100 20 AA in
20988100 14 AA in
20998100 18 AA in
21008100 18 AA in
21018100 18 AA in
21028100 12 AA in
21038100 18 AA in
21048100 16 AA in
21058100 16 AA in
21068100 14 AA in
21078100 16 AA in
21088100 16 AA in
21098100 16 AA in
21108100 16 AA in
21118100 16 AA in
21128100 12 AA in
21138100 16 AA in
21148100 17 AA in
21158100 16 AA in
21168100 18 AA in
21178100 14 AA in
21188100 18 AA in
21198100 16 AA in
21208100 18 AA in
21218100 12 AA in
21228100 20 AA in
21238100 16 AA in
21248100 14 AA in
21258100 20 AA in
21268100 12 AA in
21278100 10 AA in
21288100 14 AA in
21298100 18 AA in
21308100 16 AA in
21318100 17 AA in
21328100 14 AA in
21338100 14 AA in
21348100 17 AA in
21358100 13 AA in
21368100 14 AA in
21378100 16 AA in
21388100 13 AA in
21398100 16 AA in
21408100 12 AA in
21418100 12 AA in
21428100 17 AA in
21438100 14 AA in
21448100 20 AA in
21458100 13 AA in
21468100 14 AA in
21478100 18 AA in
21488100 14 AA in
21498100 14 AA in
21508100 14 AA in
21518100 14 AA in
21528100 12 AA in
21538100 12 AA in
21548100 12 AA in
21558100 8 AA in
21568100 6 AA in
21578100 10 AA in
21588100 12 AA in
21598100 14 AA in
21608100 10 AA in
21618100 11 AA in
21628100 10 AA in
21638100 8 AA in
21648100 10 AA in
21658100 8 AA in
21668100 16 AA in
21678100 10 AA in
21688100 8 AA in
21698100 8 AA in
21708100 12 AA in
21718100 9 AA in
21728100 12 AA in
21738100 16 AA in
21748100 10 AA in
21758100 14 AA in
21768100 10 AA in
21778100 12 AA in
21788100 8 AA in
21798100 8 AA in
21808100 10 AA in
21818100 11 AA in
21828100 10 AA in
21838100 10 AA in
21848100 10 AA in
21858100 12 AA in
21868100 8 AA in
21878100 8 AA in
21888100 11 AA in
21898100 10 AA in
21908100 4 AA in
21938100 8 AA in
21948100 7 AA in
21958100 7 AA in
21968100 8 AA in
21978100 8 AA in
21988100 6 AA in
21998100 6 AA in
22008100 6 AA in
22018100 6 AA in
22028100 4 AA in
22038100 4 AA in
22048100 6 AA in
22058100 5 AA in
22068100 5 AA in
22078100 8 AA in
22088100 6 AA in
22098100 5 AA in
22108100 5 AA in
22118100 6 AA in
22128100 5 AA in
22138100 5 AA in
22148100 6 AA in
22158100 4 AA in
22168100 11 AA in
22178100 5 AA in
22198100 21 AA in
22208100 4 AA in
22218100 6 AA in
22228100 4 AA out
22238100 4 AA out
22248100 4 AA out
6869 18 AB out
16869 5 AB out
26869 5 AB out
36869 6 AB out
46869 6 AB out
56869 6 AB out
66869 6 AB out
76869 6 AB out
86869 5 AB out
96869 4 AB out
106869 5 AB out
116869 6 AB out
126869 12 AB out
136869 8 AB out
146869 7 AB out
156869 16 AB out
166869 10 AB out
176869 15 AB out
186869 8 AB out
196869 12 AB out
206869 11 AB out
216869 6 AB out
226869 8 AB out
236869 9 AB out
246869 10 AB out
256869 18 AB out
266869 17 AB out
276869 12 AB out
286869 9 AB out
296869 11 AB out
306869 13 AB out
316869 17 AB out
326869 10 AB out
336869 12 AB out
346869 18 AB out
356869 14 AB out
366869 15 AB out
376869 17 AB out
386869 20 AB out
396869 16 AB out
406869 10 AB out
416869 14 AB out
426869 18 AB out
436869 17 AB out
446869 15 AB out
456869 14 AB out
466869 16 AB out
476869 16 AB out
486869 18 AB out
496869 20 AB out
506869 16 AB out
516869 17 AB out
526869 20 AB out
536869 22 AB out
546869 20 AB out
556869 20 AB out
566869 20 AB out
576869 17 AB out
586869 17 AB out
596869 12 AB out
606869 15 AB out
616869 15 AB out
626869 18 AB out
636869 20 AB out
646869 16 AB out
656869 16 AB out
666869 17 AB out
676869 16 AB out
686869 14 AB out
696869 16 AB out
706869 14 AB out
716869 11 AB out
726869 14 AB out
736869 14 AB out
746869 13 AB out
756869 19 AB out
766869 15 AB out
776869 16 AB out
786869 19 AB out
796869 18 AB out
806869 18 AB out
816869 14 AB out
826869 17 AB out
836869 18 AB out
846869 18 AB out
856869 17 AB out
866869 18 AB out
876869 15 AB out
886869 16 AB out
926869 14 AB out
936869 14 AB out
946869 20 AB out
956869 18 AB out
966869 20 AB out
976869 18 AB out
986869 14 AB out
996869 14 AB out
1006870 12 AB out
1016870 18 AB out
1026870 17 AB out
1036870 20 AB out
1046870 15 AB out
1056870 16 AB out
1066870 16 AB out
1076870 13 AB out
1086870 18 AB out
1096870 14 AB out
1106870 20 AB out
1116870 20 AB out
1126870 14 AB out
1136870 15 AB out
1146870 19 AB out
1156870 16 AB out
1166870 18 AB out
1176870 15 AB out
1186870 16 AB out
1196870 18 AB out
1206870 14 AB out
1216870 16 AB out
1226870 13 AB out
1236870 18 AB out
1246870 20 AB out
1256870 18 AB out
1266870 15 AB out
1276870 15 AB out
1286870 18 AB out
1296870 18 AB out
1306870 18 AB out
1316870 16 AB out
1326870 18 AB out
1336870 18 AB out
1346870 18 AB out
1356870 16 AB out
1366870 14 AB out
1376870 18 AB out
1386870 16 AB out
1396870 16 AB out
1406870 18 AB out
1416870 16 AB out
1426870 18 AB out
1436870 16 AB out
1446870 16 AB out
1456870 18 AB out
1466870 16 AB out
1476870 17 AB out
1486870 20 AB out
1496870 16 AB out
1506870 18 AB out
1516870 20 AB out
1526870 17 AB out
1536870 18 AB out
1546870 17 AB out
1556870 14 AB out
1566870 12 AB out
1576870 17 AB out
1586870 12 AB out
1596870 17 AB out
1606870 16 AB out
1616870 16 AB out
1626870 20 AB out
1636870 18 AB out
1646870 20 AB out
1656870 14 AB out
1666870 20 AB out
1676870 16 AB out
1686870 16 AB out
1696870 15 AB out
1706870 15 AB out
1716870 16 AB out
1726870 18 AB out
1736870 15 AB out
1746870 16 AB out
1756870 16 AB out
1766870 18 AB out
1776870 18 AB out
1786870 18 AB out
1796870 16 AB out
1806870 17 AB out
1816870 14 AB out
1826870 14 AB out
1836870 14 AB out
1846870 16 AB out
1856870 16 AB out
1866870 16 AB out
1906870 12 AB out
1916870 16 AB out
1936870 16 AB out
1946870 16 AB out
1976870 15 AB out
1986870 19 AB out
1996870 16 AB out
2026870 16 AB out
2036870 16 AB out
2046870 16 AB out
2066870 16 AB out
2076870 17 AB out
2086870 16 AB out
2096870 14 AB out
2106870 16 AB out
2116870 16 AB out
2126870 16 AB out
2136870 16 AB out
2146870 16 AB out
2156870 16 AB out
2166870 17 AB out
2176870 16 AB out
2266870 16 AB out
2276870 20 AB out
2286870 16 AB out
2326870 16 AB out
2336870 13 AB out
2346870 15 AB out
2356870 16 AB out
2366870 16 AB out
2376870 18 AB out
2386870 16 AB out
2396870 14 AB out
2406870 18 AB out
2416870 17 AB out
2426870 17 AB out
2436870 18 AB out
2446870 16 AB out
2456870 20 AB out
2466870 14 AB out
2476870 16 AB out
2486870 20 AB out
2496870 18 AB out
2506870 14 AB out
2516870 16 AB out
2526870 18 AB out
2536870 16 AB out
2546870 19 AB out
2556870 18 AB out
2566870 11 AB out
2576870 18 AB out
2586870 10 AB out
2596870 19 AB out
2606870 16 AB out
2616870 14 AB out
2626870 14 AB out
2636870 13 AB out
2646870 14 AB out
2656870 14 AB out
2666870 18 AB out
2676870 16 AB out
2686870 15 AB out
2696870 18 AB out
2706870 14 AB out
2716870 16 AB out
2726870 15 AB out
2736870 18 AB out
2746870 16 AB out
2756870 15 AB out
2766870 15 AB out
2776870 16 AB out
2846870 16 AB out
2856870 16 AB out
2866870 16 AB out
2876870 16 AB out
2886870 18 AB out
2896870 18 AB out
2906870 16 AB out
2916870 16 AB out
2926870 16 AB out
2936870 16 AB out
2946870 13 AB out
2956870 16 AB out
2966870 16 AB out
2976870 18 AB out
2986870 16 AB out
2996870 14 AB out
3006870 20 AB out
3016870 16 AB out
3026870 18 AB out
3036870 19 AB out
3046870 16 AB out
3056870 17 AB out
3066870 15 AB out
3076870 15 AB out
3086870 18 AB out
3096870 14 AB out
3106870 16 AB out
3116870 17 AB out
3126870 16 AB out
3136870 18 AB out
3146870 14 AB out
3156870 17 AB out
3166870 16 AB out
3176870 16 AB out
3186870 16 AB out
3196870 14 AB out
3206870 16 AB out
3216870 21 AB out
3226870 17 AB out
3236870 20 AB out
3246870 13 AB out
3256870 18 AB out
3266870 14 AB out
3276870 12 AB out
3286870 16 AB out
3296870 14 AB out
3306870 17 AB out
3316870 16 AB out
3326870 20 AB out
3336870 19 AB out
3346870 18 AB out
3356870 18 AB out
3366870 16 AB out
3376870 18 AB out
3386870 16 AB out
3396870 17 AB out
3406870 19 AB out
3416870 15 AB out
3426870 14 AB out
3436870 20 AB out
3446870 18 AB out
3456870 20 AB out
3466870 18 AB out
3476870 19 AB out
3486870 18 AB out
3496870 18 AB out
3506870 18 AB out
3516870 18 AB out
3526870 18 AB out
3536870 17 AB out
3546870 16 AB out
3556870 20 AB out
3566870 18 AB out
3576870 14 AB out
3586870 14 AB out
3596870 12 AB out
3606870 13 AB out
3616870 17 AB out
3626870 18 AB out
3636870 18 AB out
3646870 18 AB out
3656870 20 AB out
3666870 16 AB out
3676870 16 AB out
3686870 18 AB out
3696870 16 AB out
3706870 19 AB out
3716870 18 AB out
3726870 20 AB out
3736870 18 AB out
3746870 18 AB out
3756870 16 AB out
3766870 18 AB out
3776870 20 AB out
3786870 18 AB out
3796870 18 AB out
3806870 16 AB out
3816870 18 AB out
3826870 18 AB out
3836870 18 AB out
3846870 17 AB out
3856870 14 AB out
3866870 19 AB out
3876870 16 AB out
3886870 19 AB out
3896870 22 AB out
3906870 19 AB out
3916870 15 AB out
3926870 20 AB out
3936870 16 AB out
3946870 18 AB out
3956870 18 AB out
3966870 18 AB out
3976870 16 AB out
3986870 17 AB out
3996870 18 AB out
4006870 19 AB out
4016870 18 AB out
4026870 19 AB out
4036870 16 AB out
4046870 15 AB out
4056870 18 AB out
4066870 16 AB out
4076870 14 AB out
4086870 16 AB out
4096870 14 AB out
4106870 16 AB out
4116870 22 AB out
4126870 18 AB out
4136870 17 AB out
4146870 19 AB out
4156870 18 AB out
4166870 16 AB out
4176870 15 AB out
4186870 19 AB out
4196870 17 AB out
4206870 21 AB out
4216870 18 AB out
4226870 18 AB out
4236870 18 AB out
4246870 20 AB out
4256870 14 AB out
4266870 17 AB out
4276870 20 AB out
4286870 14 AB out
4296870 16 AB out
4306870 19 AB out
4316870 14 AB out
4326870 18 AB out
4336870 15 AB out
4346870 14 AB out
4356870 21 AB out
4366870 16 AB out
4376870 15 AB out
4386870 18 AB out
4396870 19 AB out
4406870 13 AB out
4416870 16 AB out
4426870 14 AB out
4436870 16 AB out
4446870 16 AB out
4456870 16 AB out
4466870 20 AB out
4476870 16 AB out
4486870 16 AB out
4496870 20 AB out
4506870 20 AB out
4516870 18 AB out
4526870 14 AB out
4536870 10 AB out
4546870 18 AB out
4556870 16 AB out
4566870 16 AB out
4576870 16 AB out
4586870 20 AB out
4596870 14 AB out
4606870 18 AB out
4616870 17 AB out
4626870 17 AB out
4636870 14 AB out
4646870 14 AB out
4656870 16 AB out
4666870 14 AB out
4676870 16 AB out
4686870 20 AB out
4696870 14 AB out
4706870 18 AB out
4716870 12 AB out
4726870 16 AB out
4736870 18 AB out
4746870 18 AB out
4756870 16 AB out
4766870 16 AB out
4776870 18 AB out
4786870 16 AB out
4796870 16 AB out
4806870 14 AB out
4816870 18 AB out
4826870 18 AB out
4836870 16 AB out
4846870 16 AB out
4856870 18 AB out
4866870 18 AB out
4876870 16 AB out
4886870 14 AB out
4896870 16 AB out
4906870 16 AB out
4916870 18 AB out
4926870 17 AB out
4936870 22 AB out
4946870 14 AB out
4956870 16 AB out
4966870 16 AB out
4976870 14 AB out
4986870 16 AB out
4996870 16 AB out
5006870 11 AB out
5016870 18 AB out
5026870 18 AB out
5036870 14 AB out
5046870 16 AB out
5056870 18 AB out
5066870 14 AB out
5076870 22 AB out
5086870 18 AB out
5096870 16 AB out
5106870 17 AB out
5116870 15 AB out
5126870 15 AB out
5136870 20 AB out
5146870 15 AB out
5156870 12 AB out
5166870 16 AB out
5176870 20 AB out
5186870 16 AB out
5196870 12 AB out
5206870 17 AB out
5216870 16 AB out
5226870 20 AB out
5236870 12 AB out
5246870 15 AB out
5256870 16 AB out
5266870 18 AB out
5276870 16 AB out
5286870 18 AB out
5296870 16 AB out
5306870 18 AB out
5316870 17 AB out
5326870 16 AB out
5336870 15 AB out
5346870 16 AB out
5356870 21 AB out
5366870 16 AB out
5376870 18 AB out
5386870 16 AB out
5396870 20 AB out
5406870 16 AB out
5416870 18 AB out
5426870 16 AB out
5436870 16 AB out
5446870 13 AB out
5456870 20 AB out
5466870 17 AB out
5476870 17 AB out
5486870 16 AB out
5496870 12 AB out
5506870 16 AB out
5516870 18 AB out
5526870 20 AB out
5536870 18 AB out
5546870 20 AB out
5556870 20 AB out
5566870 18 AB out
5576870 17 AB out
5586870 15 AB out
5596870 20 AB out
5606870 16 AB out
5616870 12 AB out
5626870 19 AB out
5636870 14 AB out
5646870 15 AB out
5656870 16 AB out
5666870 16 AB out
5676870 18 AB out
5686870 18 AB out
5696870 14 AB out
5706870 16 AB out
5716870 18 AB out
5726870 16 AB out
5736870 14 AB out
5746870 16 AB out
5756870 14 AB out
5766870 13 AB out
5776870 14 AB out
5786870 17 AB out
5796870 18 AB out
5806870 15 AB out
5816870 14 AB out
5826870 15 AB out
5836870 18 AB out
5846870 14 AB out
5856870 16 AB out
5866870 18 AB out
5876870 14 AB out
5886870 20 AB out
5896870 12 AB out
5906870 15 AB out
5916870 10 AB out
5926870 20 AB out
5936870 14 AB out
5946870 16 AB out
5956870 14 AB out
5966870 14 AB out
5976870 18 AB out
5986870 16 AB out
5996870 19 AB out
6006870 16 AB out
6016870 17 AB out
6026870 18 AB out
6036870 16 AB out
6046870 16 AB out
6056870 18 AB out
6066870 12 AB out
6076870 18 AB out
6086870 16 AB out
6096870 17 AB out
6106870 16 AB out
6116870 14 AB out
6126870 14 AB out
6136870 16 AB out
6146870 18 AB out
6156870 12 AB out
6166870 16 AB out
6176870 14 AB out
6186870 14 AB out
6196870 16 AB out
6206870 19 AB out
6216870 14 AB out
6226870 16 AB out
6236870 18 AB out
6246870 18 AB out
6256870 16 AB out
6266870 15 AB out
6276870 18 AB out
6286870 18 AB out
6296870 18 AB out
6306870 20 AB out
6316870 16 AB out
6326870 16 AB out
6336870 12 AB out
6346870 13 AB out
6356870 14 AB out
6366870 19 AB out
6376870 10 AB out
6386870 13 AB out
6396870 16 AB out
6406870 17 AB out
6416870 18 AB out
6426870 12 AB out
6436870 20 AB out
6446870 16 AB out
6456870 16 AB out
6466870 12 AB out
6476870 16 AB out
6486870 14 AB out
6496870 13 AB out
6506870 18 AB out
6516870 13 AB out
6526870 16 AB out
6536870 20 AB out
6546870 12 AB out
6556870 16 AB out
6566870 20 AB out
6576870 18 AB out
6586870 18 AB out
6596870 18 AB out
6606870 16 AB out
6616870 14 AB out
6626870 17 AB out
6636870 14 AB out
6646870 18 AB out
6656870 12 AB out
6666870 14 AB out
6676870 16 AB out
6686870 16 AB out
6696870 8 AB out
6706870 17 AB out
6716870 15 AB out
6726870 22 AB out
6736870 20 AB out
6746870 19 AB out
6756870 12 AB out
6766870 14 AB out
6776870 16 AB out
6786870 20 AB out
6796870 18 AB out
6806870 16 AB out
6816870 14 AB out
6826870 14 AB out
6836870 16 AB out
6846870 12 AB out
6856870 16 AB out
6866870 20 AB out
6876870 16 AB out
6886870 14 AB out
6896870 15 AB out
6906870 17 AB out
6916870 17 AB out
6926870 20 AB out
6936870 18 AB out
6946870 18 AB out
6956870 18 AB out
6966870 17 AB out
6976870 14 AB out
6986870 16 AB out
6996870 17 AB out
7006870 10 AB out
7016870 20 AB out
7026870 16 AB out
7036870 18 AB out
7046870 18 AB out
7056870 18 AB out
7066870 18 AB out
7076870 18 AB out
7086870 19 AB out
7096870 14 AB out
7106870 16 AB out
7116870 15 AB out
7126870 18 AB out
7136870 16 AB out
7146870 18 AB out
7156870 18 AB out
7166870 20 AB out
7176870 14 AB out
7186870 17 AB out
7196870 16 AB out
7206870 18 AB out
7216870 17 AB out
7226870 14 AB out
7236870 20 AB out
7246870 17 AB out
7256870 15 AB out
7266870 16 AB out
7276870 16 AB out
7286870 16 AB out
7296870 15 AB out
7306870 20 AB out
7316870 13 AB out
7326870 14 AB out
7336870 15 AB out
7346870 16 AB out
7356870 15 AB out
7366870 10 AB out
